timestamp,facility_id,event_type,sensor_status,estimated_tss_mg_l,estimated_cod_mg_l,estimated_bod_mg_l,quality_value_source
2026-05-01 03:00:00,demo-food-processing-plant,normal,ok,324.2002933876064,712.5437186927281,325.80488073716566,soft_sensor_estimate
2026-05-01 03:05:00,demo-food-processing-plant,normal,ok,345.6811285098728,792.8578394015968,417.64059687433223,soft_sensor_estimate
2026-05-01 03:10:00,demo-food-processing-plant,normal,ok,327.96297858382695,690.6434131534869,354.3886608669933,soft_sensor_estimate
2026-05-01 03:15:00,demo-food-processing-plant,normal,ok,310.5800829032349,704.825194035655,392.96027450448213,soft_sensor_estimate
2026-05-01 03:20:00,demo-food-processing-plant,normal,ok,370.2540707391479,953.6446516663812,525.9761127324496,soft_sensor_estimate
2026-05-01 03:25:00,demo-food-processing-plant,normal,ok,294.7437510337252,670.7741610128813,308.2331003251129,soft_sensor_estimate
2026-05-01 03:30:00,demo-food-processing-plant,normal,ok,304.7113879413893,706.7381937421276,331.49878720783227,soft_sensor_estimate
2026-05-01 03:35:00,demo-food-processing-plant,normal,ok,399.06266852260677,847.2378140146312,372.9563245861676,soft_sensor_estimate
2026-05-01 03:40:00,demo-food-processing-plant,normal,ok,330.8959749780104,647.9386901801857,346.3075312556496,soft_sensor_estimate
2026-05-01 03:45:00,demo-food-processing-plant,normal,ok,297.278876989969,640.4899482166163,305.4618888867812,soft_sensor_estimate
2026-05-01 03:50:00,demo-food-processing-plant,normal,ok,365.75482039885827,851.3944252360676,470.26898101183593,soft_sensor_estimate
2026-05-01 03:55:00,demo-food-processing-plant,normal,ok,259.0104657922777,658.3188115494022,369.32621771477994,soft_sensor_estimate
2026-05-01 04:00:00,demo-food-processing-plant,normal,ok,272.72247946736184,850.7829538720647,446.68500824063625,soft_sensor_estimate
2026-05-01 04:05:00,demo-food-processing-plant,normal,ok,324.121664556191,731.8679280950294,355.08170849468064,soft_sensor_estimate
2026-05-01 04:10:00,demo-food-processing-plant,normal,ok,238.09793186485388,802.6082105744811,443.24483158139407,soft_sensor_estimate
2026-05-01 04:15:00,demo-food-processing-plant,normal,ok,362.9771411481322,705.6959352204159,357.0780532027556,soft_sensor_estimate
2026-05-01 04:20:00,demo-food-processing-plant,normal,ok,302.86838473311036,731.0766544124615,377.884611170009,soft_sensor_estimate
2026-05-01 04:25:00,demo-food-processing-plant,normal,ok,218.22132917327127,572.1796904070317,221.90782453938118,soft_sensor_estimate
2026-05-01 04:30:00,demo-food-processing-plant,normal,ok,241.4638655502497,746.1604236996641,390.50338309551796,soft_sensor_estimate
2026-05-01 04:35:00,demo-food-processing-plant,normal,ok,350.4613513665907,783.657597604653,397.8157041897903,soft_sensor_estimate
2026-05-01 04:40:00,demo-food-processing-plant,normal,ok,302.5591589842002,701.7065145448997,350.6482597157868,soft_sensor_estimate
2026-05-01 04:45:00,demo-food-processing-plant,normal,ok,314.8256335562862,760.2912531695323,363.7275909125198,soft_sensor_estimate
2026-05-01 04:50:00,demo-food-processing-plant,normal,ok,343.0746757511361,995.3079825666554,448.0963224427468,soft_sensor_estimate
2026-05-01 04:55:00,demo-food-processing-plant,normal,ok,285.19698696970727,810.8776662286286,406.8665316602239,soft_sensor_estimate
2026-05-01 05:00:00,demo-food-processing-plant,normal,ok,330.30284868970483,749.1201470821683,302.7907674626723,soft_sensor_estimate
2026-05-01 05:05:00,demo-food-processing-plant,normal,ok,251.66601396468775,633.3503774315526,312.72715251774645,soft_sensor_estimate
2026-05-01 05:10:00,demo-food-processing-plant,normal,ok,335.4064888915614,727.265175588391,347.87939013063175,soft_sensor_estimate
2026-05-01 05:15:00,demo-food-processing-plant,normal,ok,311.29065478937713,688.8912504396285,394.2462079991403,soft_sensor_estimate
2026-05-01 05:20:00,demo-food-processing-plant,normal,ok,291.1327564981309,814.6481100462706,476.82085887083247,soft_sensor_estimate
2026-05-01 05:25:00,demo-food-processing-plant,normal,ok,393.0607301157428,822.6074132218486,362.2847054991548,soft_sensor_estimate
2026-05-01 05:30:00,demo-food-processing-plant,normal,ok,296.0782062555944,841.9220209056369,452.4268559078897,soft_sensor_estimate
2026-05-01 05:35:00,demo-food-processing-plant,normal,ok,346.89126361915123,893.7878803868466,427.5699476434235,soft_sensor_estimate
2026-05-01 05:40:00,demo-food-processing-plant,normal,ok,311.03609607737184,725.9667696198055,349.88437666487584,soft_sensor_estimate
2026-05-01 05:45:00,demo-food-processing-plant,normal,ok,268.14571712433985,578.3620521071526,275.16291606999715,soft_sensor_estimate
2026-05-01 05:50:00,demo-food-processing-plant,normal,ok,291.26702090032546,788.5093948160657,443.3926708090157,soft_sensor_estimate
2026-05-01 05:55:00,demo-food-processing-plant,normal,ok,295.24894304232043,656.03455491083,327.87283743267335,soft_sensor_estimate
2026-05-01 06:00:00,demo-food-processing-plant,normal,ok,386.01620246745586,869.6277718486986,453.92690558122797,soft_sensor_estimate
2026-05-01 06:05:00,demo-food-processing-plant,normal,ok,323.89035089617494,898.5545725848439,395.17408946948507,soft_sensor_estimate
2026-05-01 06:10:00,demo-food-processing-plant,normal,ok,309.16773060937584,601.8950775873259,265.01346754188575,soft_sensor_estimate
2026-05-01 06:15:00,demo-food-processing-plant,normal,ok,337.1829219710289,770.5541548361514,369.6332657546397,soft_sensor_estimate
2026-05-01 06:20:00,demo-food-processing-plant,normal,ok,303.8311851130739,726.0176462349391,367.2181522673431,soft_sensor_estimate
2026-05-01 06:25:00,demo-food-processing-plant,normal,ok,370.12296822418085,801.6566447498138,428.4773291199374,soft_sensor_estimate
2026-05-01 06:30:00,demo-food-processing-plant,normal,ok,253.09609265714442,587.6410282387073,277.0474782500788,soft_sensor_estimate
2026-05-01 06:35:00,demo-food-processing-plant,normal,ok,278.35314247456967,881.495732321893,493.9566531691846,soft_sensor_estimate
2026-05-01 06:40:00,demo-food-processing-plant,normal,ok,309.1361870692653,789.1005868373024,389.2147694245315,soft_sensor_estimate
2026-05-01 06:45:00,demo-food-processing-plant,normal,ok,326.9258223899676,629.7334718358545,294.6069299796662,soft_sensor_estimate
2026-05-01 06:50:00,demo-food-processing-plant,normal,ok,264.6436617448053,732.5175695047258,400.21704868805006,soft_sensor_estimate
2026-05-01 06:55:00,demo-food-processing-plant,normal,ok,329.35028253512314,871.2052377778507,464.62174163137144,soft_sensor_estimate
2026-05-01 07:00:00,demo-food-processing-plant,normal,ok,492.12178716905635,1033.5868894461985,458.9685429967107,soft_sensor_estimate
2026-05-01 07:05:00,demo-food-processing-plant,normal,ok,437.0321757960565,1072.7561736953562,596.4864977672501,soft_sensor_estimate
2026-05-01 07:10:00,demo-food-processing-plant,normal,ok,508.900097975282,922.2066099489858,447.2101324665055,soft_sensor_estimate
2026-05-01 07:15:00,demo-food-processing-plant,normal,ok,527.6826421527711,1174.570241191503,584.719683308822,soft_sensor_estimate
2026-05-01 07:20:00,demo-food-processing-plant,normal,ok,576.5949285296351,1134.7066172633333,541.7398582938749,soft_sensor_estimate
2026-05-01 07:25:00,demo-food-processing-plant,normal,ok,475.6327518593352,960.7853686522997,470.20397905015784,soft_sensor_estimate
2026-05-01 07:30:00,demo-food-processing-plant,normal,ok,443.73704592479646,1035.2780988197303,462.27800781535024,soft_sensor_estimate
2026-05-01 07:35:00,demo-food-processing-plant,normal,ok,456.06954175449147,1064.2871137187385,547.4025819257417,soft_sensor_estimate
2026-05-01 07:40:00,demo-food-processing-plant,normal,ok,449.20409573736595,1104.3566942106759,534.7518796345364,soft_sensor_estimate
2026-05-01 07:45:00,demo-food-processing-plant,normal,ok,528.6479311303005,1196.8770963870766,592.4397486676847,soft_sensor_estimate
2026-05-01 07:50:00,demo-food-processing-plant,normal,ok,483.6940448387117,1050.447002858166,564.5994379986048,soft_sensor_estimate
2026-05-01 07:55:00,demo-food-processing-plant,normal,ok,434.1250533750451,856.8083039356561,448.6487912009294,soft_sensor_estimate
2026-05-01 08:00:00,demo-food-processing-plant,normal,ok,486.1035676918666,883.3743494638696,445.77126200593995,soft_sensor_estimate
2026-05-01 08:05:00,demo-food-processing-plant,normal,ok,497.7468307440092,932.6727274813738,539.9904321032635,soft_sensor_estimate
2026-05-01 08:10:00,demo-food-processing-plant,normal,ok,523.7614794789534,1059.2098900277558,493.27488360008334,soft_sensor_estimate
2026-05-01 08:15:00,demo-food-processing-plant,normal,ok,447.20096690997804,1000.2065746980298,507.06530189810206,soft_sensor_estimate
2026-05-01 08:20:00,demo-food-processing-plant,normal,ok,521.1752543223103,1122.4456122880115,610.4940873478895,soft_sensor_estimate
2026-05-01 08:25:00,demo-food-processing-plant,normal,ok,441.4593398851879,1022.6800503614328,569.4036690327409,soft_sensor_estimate
2026-05-01 08:30:00,demo-food-processing-plant,normal,ok,474.2876057942331,959.9680630176538,432.6868514887739,soft_sensor_estimate
2026-05-01 08:35:00,demo-food-processing-plant,normal,ok,499.21882404273833,1147.4958131559913,552.7017020860142,soft_sensor_estimate
2026-05-01 08:40:00,demo-food-processing-plant,normal,ok,441.1997494028674,1091.4001510304918,589.9866975335997,soft_sensor_estimate
2026-05-01 08:45:00,demo-food-processing-plant,normal,ok,458.72165297028664,901.7730922960516,438.7005681484716,soft_sensor_estimate
2026-05-01 08:50:00,demo-food-processing-plant,normal,ok,492.0191677818914,1045.3371576817876,529.4408556163,soft_sensor_estimate
2026-05-01 08:55:00,demo-food-processing-plant,normal,ok,503.79419325264297,1117.256685513559,546.5577853451493,soft_sensor_estimate
2026-05-01 09:00:00,demo-food-processing-plant,normal,ok,466.51540151546493,1092.95044205965,550.2006017826704,soft_sensor_estimate
2026-05-01 09:05:00,demo-food-processing-plant,normal,ok,462.39252691521244,1067.766922786193,417.86982266932785,soft_sensor_estimate
2026-05-01 09:10:00,demo-food-processing-plant,normal,ok,435.59685937912803,901.4542235299847,441.4827831285332,soft_sensor_estimate
2026-05-01 09:15:00,demo-food-processing-plant,normal,ok,482.928447020534,957.5267521683984,481.44785652092935,soft_sensor_estimate
2026-05-01 09:20:00,demo-food-processing-plant,normal,ok,508.82121990335554,1000.2178210038138,489.4524851770804,soft_sensor_estimate
2026-05-01 09:25:00,demo-food-processing-plant,normal,ok,511.08246006948616,1055.3457466333589,536.9361144512185,soft_sensor_estimate
2026-05-01 09:30:00,demo-food-processing-plant,normal,ok,405.54238697706126,875.115217088365,395.6827437568923,soft_sensor_estimate
2026-05-01 09:35:00,demo-food-processing-plant,normal,ok,394.35018007335293,830.474804760785,429.62343783832745,soft_sensor_estimate
2026-05-01 09:40:00,demo-food-processing-plant,normal,ok,398.18847595855084,987.8319374146738,556.6680996604182,soft_sensor_estimate
2026-05-01 09:45:00,demo-food-processing-plant,normal,ok,403.622405983356,890.7560571124707,495.31608181159675,soft_sensor_estimate
2026-05-01 09:50:00,demo-food-processing-plant,normal,ok,394.71852243021306,956.6752247383863,507.8196790787532,soft_sensor_estimate
2026-05-01 09:55:00,demo-food-processing-plant,normal,ok,474.7305413190472,925.2159160172681,476.8828653034522,soft_sensor_estimate
2026-05-01 10:00:00,demo-food-processing-plant,normal,ok,440.0496940042721,1024.5684349730789,491.8887285288621,soft_sensor_estimate
2026-05-01 10:05:00,demo-food-processing-plant,normal,ok,462.12014114522697,1047.0324849477854,511.22722976087493,soft_sensor_estimate
2026-05-01 10:10:00,demo-food-processing-plant,normal,ok,342.66431195539815,942.6305598566872,506.2675643913236,soft_sensor_estimate
2026-05-01 10:15:00,demo-food-processing-plant,normal,ok,483.6170257307075,1037.593766741851,519.1038109990682,soft_sensor_estimate
2026-05-01 10:20:00,demo-food-processing-plant,normal,ok,475.4382589960051,986.2791906733726,571.8575800105249,soft_sensor_estimate
2026-05-01 10:25:00,demo-food-processing-plant,normal,ok,470.42349272037654,1031.8437609996977,459.4596342327126,soft_sensor_estimate
2026-05-01 10:30:00,demo-food-processing-plant,normal,ok,431.4227525020175,1039.3079027922438,516.907982051939,soft_sensor_estimate
2026-05-01 10:35:00,demo-food-processing-plant,normal,ok,462.25781378978803,1005.490222814827,488.1626993176615,soft_sensor_estimate
2026-05-01 10:40:00,demo-food-processing-plant,normal,ok,502.4876394309366,945.9023819196562,505.28538236581807,soft_sensor_estimate
2026-05-01 10:45:00,demo-food-processing-plant,normal,ok,478.624839137647,982.3190473047454,530.8306066886315,soft_sensor_estimate
2026-05-01 10:50:00,demo-food-processing-plant,normal,ok,436.3562739496955,1061.4195573601712,490.5474634460294,soft_sensor_estimate
2026-05-01 10:55:00,demo-food-processing-plant,normal,ok,383.85163806493125,953.7645957182472,434.74603419166573,soft_sensor_estimate
2026-05-01 11:00:00,demo-food-processing-plant,normal,ok,477.99935571024,1047.9443551638055,501.9433247398189,soft_sensor_estimate
2026-05-01 11:05:00,demo-food-processing-plant,normal,ok,369.36256607099375,833.7910390859936,440.6477555251883,soft_sensor_estimate
2026-05-01 11:10:00,demo-food-processing-plant,normal,ok,448.5167239659121,1093.6379329826402,567.0334334411109,soft_sensor_estimate
2026-05-01 11:15:00,demo-food-processing-plant,normal,ok,412.28551483723953,873.183121298098,384.46908765261617,soft_sensor_estimate
2026-05-01 11:20:00,demo-food-processing-plant,normal,ok,517.372878992861,1062.700466846637,546.7206743867658,soft_sensor_estimate
2026-05-01 11:25:00,demo-food-processing-plant,normal,ok,402.75257224054343,926.9447699975373,473.57615829851494,soft_sensor_estimate
2026-05-01 11:30:00,demo-food-processing-plant,normal,ok,433.0013038482949,1006.5840259810789,506.21238174030236,soft_sensor_estimate
2026-05-01 11:35:00,demo-food-processing-plant,normal,ok,496.36696188975895,958.4778021413745,504.593811313283,soft_sensor_estimate
2026-05-01 11:40:00,demo-food-processing-plant,normal,ok,484.32084630685824,1097.0430604073508,561.8277035242361,soft_sensor_estimate
2026-05-01 11:45:00,demo-food-processing-plant,normal,ok,477.84317484608545,1046.0620763218933,530.7743591498096,soft_sensor_estimate
2026-05-01 11:50:00,demo-food-processing-plant,normal,ok,422.0561494244787,944.3339745969441,517.5425890746353,soft_sensor_estimate
2026-05-01 11:55:00,demo-food-processing-plant,normal,ok,459.0150839519572,1030.5865938032382,573.8588424908057,soft_sensor_estimate
2026-05-01 12:00:00,demo-food-processing-plant,normal,ok,409.9858851019733,879.9905758734593,430.35964193563694,soft_sensor_estimate
2026-05-01 12:05:00,demo-food-processing-plant,normal,ok,442.7586816130138,1093.923900237388,549.5274946767654,soft_sensor_estimate
2026-05-01 12:10:00,demo-food-processing-plant,normal,ok,490.47154183928274,1136.3199589460378,596.7486826332732,soft_sensor_estimate
2026-05-01 12:15:00,demo-food-processing-plant,normal,ok,363.398272465591,819.468924047145,407.97060996617114,soft_sensor_estimate
2026-05-01 12:20:00,demo-food-processing-plant,normal,ok,443.0895214747532,972.278767286566,515.7624588925929,soft_sensor_estimate
2026-05-01 12:25:00,demo-food-processing-plant,normal,ok,393.6689516111637,996.1059158259873,507.4963487734925,soft_sensor_estimate
2026-05-01 12:30:00,demo-food-processing-plant,normal,ok,396.17584432775107,957.5021145622425,510.66719269100884,soft_sensor_estimate
2026-05-01 12:35:00,demo-food-processing-plant,normal,ok,451.0180673849531,990.8532403104984,523.950471918959,soft_sensor_estimate
2026-05-01 12:40:00,demo-food-processing-plant,normal,ok,419.81719009562545,888.2538965200476,446.0997151283316,soft_sensor_estimate
2026-05-01 12:45:00,demo-food-processing-plant,normal,ok,383.733127608424,833.1162747533035,452.5711916265302,soft_sensor_estimate
2026-05-01 12:50:00,demo-food-processing-plant,normal,ok,329.09993909742354,843.7456990619913,451.71669128496546,soft_sensor_estimate
2026-05-01 12:55:00,demo-food-processing-plant,normal,ok,354.0339899784433,962.491002132916,566.7892968641149,soft_sensor_estimate
2026-05-01 13:00:00,demo-food-processing-plant,normal,ok,380.2537237930056,975.6467898350598,428.2408864801989,soft_sensor_estimate
2026-05-01 13:05:00,demo-food-processing-plant,normal,ok,410.5211623187958,966.3390379219643,511.33465391353957,soft_sensor_estimate
2026-05-01 13:10:00,demo-food-processing-plant,normal,ok,440.75538400236616,1012.7521309650177,547.6683133195326,soft_sensor_estimate
2026-05-01 13:15:00,demo-food-processing-plant,normal,ok,378.7108629383321,713.7907064008368,439.10035795207045,soft_sensor_estimate
2026-05-01 13:20:00,demo-food-processing-plant,normal,ok,432.34157329993,958.3574980985873,465.80090454088366,soft_sensor_estimate
2026-05-01 13:25:00,demo-food-processing-plant,normal,ok,459.1200413116105,1001.0611723871496,509.30248528088504,soft_sensor_estimate
2026-05-01 13:30:00,demo-food-processing-plant,normal,ok,475.99993631679183,877.729590606752,427.11785512248383,soft_sensor_estimate
2026-05-01 13:35:00,demo-food-processing-plant,normal,ok,406.0335217417253,1066.0239259974217,599.7837713123513,soft_sensor_estimate
2026-05-01 13:40:00,demo-food-processing-plant,normal,ok,383.7662836970636,919.369872255077,437.23558075334495,soft_sensor_estimate
2026-05-01 13:45:00,demo-food-processing-plant,normal,ok,419.2163365912315,962.9356811005412,468.9948853210433,soft_sensor_estimate
2026-05-01 13:50:00,demo-food-processing-plant,normal,ok,400.19659623558624,850.7436106371542,378.953048052206,soft_sensor_estimate
2026-05-01 13:55:00,demo-food-processing-plant,normal,ok,425.5683686439921,970.7468169679572,392.5100076790356,soft_sensor_estimate
2026-05-01 14:00:00,demo-food-processing-plant,normal,ok,370.3487372044593,886.0908615420487,448.02234492098336,soft_sensor_estimate
2026-05-01 14:05:00,demo-food-processing-plant,normal,ok,425.454142004082,1095.9967727060946,549.7006161023595,soft_sensor_estimate
2026-05-01 14:10:00,demo-food-processing-plant,normal,ok,355.20246556244314,917.8880948493478,455.4435618612602,soft_sensor_estimate
2026-05-01 14:15:00,demo-food-processing-plant,normal,ok,345.33817544974585,878.8847576987878,465.5790511293919,soft_sensor_estimate
2026-05-01 14:20:00,demo-food-processing-plant,normal,ok,380.41145644152425,771.0609035254215,416.86574274791514,soft_sensor_estimate
2026-05-01 14:25:00,demo-food-processing-plant,normal,ok,418.50125562463256,833.9559023794391,397.6305896601312,soft_sensor_estimate
2026-05-01 14:30:00,demo-food-processing-plant,normal,ok,400.29815426918657,725.5391901160589,369.5320925242709,soft_sensor_estimate
2026-05-01 14:35:00,demo-food-processing-plant,normal,ok,380.8613099593425,868.8582571314862,435.1296155810452,soft_sensor_estimate
2026-05-01 14:40:00,demo-food-processing-plant,normal,ok,354.5795411765114,883.5128781355585,446.496244518545,soft_sensor_estimate
2026-05-01 14:45:00,demo-food-processing-plant,normal,ok,403.33684175299106,941.2338477176925,528.0549032805045,soft_sensor_estimate
2026-05-01 14:50:00,demo-food-processing-plant,normal,ok,426.1422945303529,985.7832247755229,512.128491794907,soft_sensor_estimate
2026-05-01 14:55:00,demo-food-processing-plant,normal,ok,450.89791263721975,1103.417462364857,592.6917008151066,soft_sensor_estimate
2026-05-01 15:00:00,demo-food-processing-plant,normal,ok,387.76945817920625,816.3517003084725,405.61041229826725,soft_sensor_estimate
2026-05-01 15:05:00,demo-food-processing-plant,normal,ok,427.86128108329746,870.3452036763227,400.20107259505363,soft_sensor_estimate
2026-05-01 15:10:00,demo-food-processing-plant,normal,ok,371.7617174949634,894.8305501564228,489.8659325107808,soft_sensor_estimate
2026-05-01 15:15:00,demo-food-processing-plant,normal,ok,409.78847273085404,845.9543495268001,453.8667303723841,soft_sensor_estimate
2026-05-01 15:20:00,demo-food-processing-plant,normal,ok,419.9701416712552,916.8127959228891,446.52912121295424,soft_sensor_estimate
2026-05-01 15:25:00,demo-food-processing-plant,normal,ok,305.47278359352373,772.5653535700288,384.6011130586025,soft_sensor_estimate
2026-05-01 15:30:00,demo-food-processing-plant,normal,ok,369.6713856007573,779.6328680296087,413.5330377148732,soft_sensor_estimate
2026-05-01 15:35:00,demo-food-processing-plant,normal,ok,401.92002695423895,804.9798525788552,419.73746978676405,soft_sensor_estimate
2026-05-01 15:40:00,demo-food-processing-plant,normal,ok,465.6889697860647,961.138472012017,481.22023824628286,soft_sensor_estimate
2026-05-01 15:45:00,demo-food-processing-plant,normal,ok,350.8174757164737,800.7896990497352,366.554085403743,soft_sensor_estimate
2026-05-01 15:50:00,demo-food-processing-plant,normal,ok,361.6298873916129,850.1713577312564,496.6255099214345,soft_sensor_estimate
2026-05-01 15:55:00,demo-food-processing-plant,normal,ok,457.38798415884594,1059.1734187563356,533.8307207320424,soft_sensor_estimate
2026-05-01 16:00:00,demo-food-processing-plant,normal,ok,454.8126046565836,1060.1603101349021,575.4423869790282,soft_sensor_estimate
2026-05-01 16:05:00,demo-food-processing-plant,normal,ok,442.8805576911791,979.7191869234736,408.75875752894575,soft_sensor_estimate
2026-05-01 16:10:00,demo-food-processing-plant,normal,ok,451.37237619425815,1031.0583406199394,477.4381796729035,soft_sensor_estimate
2026-05-01 16:15:00,demo-food-processing-plant,normal,ok,417.87804873809455,842.5751549099133,464.53737335241146,soft_sensor_estimate
2026-05-01 16:20:00,demo-food-processing-plant,normal,ok,392.0461553591843,927.5482948700716,461.7126827457687,soft_sensor_estimate
2026-05-01 16:25:00,demo-food-processing-plant,normal,ok,411.1124980938605,841.659610533901,462.07172347817965,soft_sensor_estimate
2026-05-01 16:30:00,demo-food-processing-plant,normal,ok,298.50911403065976,802.7844085430768,384.9997237590709,soft_sensor_estimate
2026-05-01 16:35:00,demo-food-processing-plant,normal,ok,302.61510564303705,897.0211171207081,447.8829520974927,soft_sensor_estimate
2026-05-01 16:40:00,demo-food-processing-plant,normal,ok,436.1292079333514,1003.1824090117565,479.56503516038794,soft_sensor_estimate
2026-05-01 16:45:00,demo-food-processing-plant,normal,ok,428.51606821085534,1004.4149268646977,541.1638309166835,soft_sensor_estimate
2026-05-01 16:50:00,demo-food-processing-plant,normal,ok,421.1503026784567,843.1927149281535,414.4283804940206,soft_sensor_estimate
2026-05-01 16:55:00,demo-food-processing-plant,normal,ok,332.6877851986676,827.4916634196975,447.49109583752414,soft_sensor_estimate
2026-05-01 17:00:00,demo-food-processing-plant,normal,ok,430.1738696291702,990.9965479216877,553.60318367925,soft_sensor_estimate
2026-05-01 17:05:00,demo-food-processing-plant,normal,ok,417.3647002666368,997.350880871059,496.22332192647013,soft_sensor_estimate
2026-05-01 17:10:00,demo-food-processing-plant,normal,ok,332.90535783639564,782.9885463616292,393.0461301717097,soft_sensor_estimate
2026-05-01 17:15:00,demo-food-processing-plant,normal,ok,434.9126356061667,926.7974786041267,449.6645888040478,soft_sensor_estimate
2026-05-01 17:20:00,demo-food-processing-plant,normal,ok,420.866677727343,1043.7718780842913,596.0805392423233,soft_sensor_estimate
2026-05-01 17:25:00,demo-food-processing-plant,normal,ok,332.2101202330381,817.9885869756711,409.6986907666156,soft_sensor_estimate
2026-05-01 17:30:00,demo-food-processing-plant,normal,ok,373.14513511406057,736.1125731381471,364.92890418379307,soft_sensor_estimate
2026-05-01 17:35:00,demo-food-processing-plant,normal,ok,386.4640432189404,799.1284966678215,365.17381098783255,soft_sensor_estimate
2026-05-01 17:40:00,demo-food-processing-plant,normal,ok,410.1180206293896,871.2381478466178,420.75527014741823,soft_sensor_estimate
